section_no,section_slug,day_order,platform,problem_id,title,url,cf_rating,atcoder_difficulty,qorithm_tier,tags,reason,is_checkpoint,reuse_note
8,"range-sum-patterns",22,"atcoder","abc358:abc358_e","E. Alphabet Tiles","https://atcoder.jp/contests/abc358/tasks/abc358_e",,1397,"T3","[""atcoder""]","Progressive range sum patterns practice at day 22.",false,""
8,"range-sum-patterns",23,"codeforces","1749:C","Number Game","https://codeforces.com/problemset/problem/1749/C",1400,,"T3","[""binary search"",""data structures"",""games""]","Progressive range sum patterns practice at day 23.",false,""
8,"range-sum-patterns",24,"codeforces","1719:C","Fighting Tournament","https://codeforces.com/problemset/problem/1719/C",1400,,"T3","[""binary search"",""data structures"",""implementation""]","Progressive range sum patterns practice at day 24.",false,""
8,"range-sum-patterns",25,"codeforces","2185:E","The Robotic Rush","https://codeforces.com/problemset/problem/2185/E",1500,,"T3","[""binary search"",""greedy"",""implementation""]","Progressive range sum patterns practice at day 25.",false,""
8,"range-sum-patterns",26,"atcoder","abc323:abc323_f","F. Push and Carry","https://atcoder.jp/contests/abc323/tasks/abc323_f",,1532,"T3","[""atcoder""]","Progressive range sum patterns practice at day 26.",false,""
8,"range-sum-patterns",27,"codeforces","2171:F","Rae Taylor and Trees (hard version)","https://codeforces.com/problemset/problem/2171/F",1600,,"T3","[""binary search"",""constructive algorithms"",""data structures""]","Progressive range sum patterns practice at day 27.",true,""
8,"range-sum-patterns",28,"codeforces","2167:E","khba Loves to Sleep!","https://codeforces.com/problemset/problem/2167/E",1600,,"T3","[""binary search"",""data structures"",""geometry""]","Progressive range sum patterns practice at day 28.",false,""
8,"range-sum-patterns",29,"codeforces","2031:D","Penchick and Desert Rabbit","https://codeforces.com/problemset/problem/2031/D",1700,,"T3","[""binary search"",""data structures"",""dfs and similar""]","Progressive range sum patterns practice at day 29.",false,""
8,"range-sum-patterns",30,"atcoder","abc294:abc294_g","G. Distance Queries on a Tree","https://atcoder.jp/contests/abc294/tasks/abc294_g",,1702,"T4","[""atcoder""]","Progressive range sum patterns practice at day 30.",false,""
8,"range-sum-patterns",31,"codeforces","2035:D","Yet Another Real Number Problem","https://codeforces.com/problemset/problem/2035/D",1800,,"T4","[""binary search"",""data structures"",""divide and conquer""]","Progressive range sum patterns practice at day 31.",true,""
9,"binary-search-precision",1,"codeforces","2060:C","Game of Mathletes","https://codeforces.com/problemset/problem/2060/C",900,,"T1","[""games"",""greedy"",""sortings""]","Progressive binary search precision practice at day 1.",false,""
9,"binary-search-precision",2,"codeforces","1995:B1","Bouquet (Easy Version)","https://codeforces.com/problemset/problem/1995/B1",1100,,"T2","[""binary search"",""brute force"",""greedy""]","Progressive binary search precision practice at day 2.",false,""
9,"binary-search-precision",3,"codeforces","1904:B","Collecting Game","https://codeforces.com/problemset/problem/1904/B",1100,,"T2","[""binary search"",""dp"",""greedy""]","Progressive binary search precision practice at day 3.",false,""
9,"binary-search-precision",4,"codeforces","2143:B","Discounts","https://codeforces.com/problemset/problem/2143/B",1000,,"T1","[""greedy"",""sortings"",""two pointers""]","Progressive binary search precision practice at day 4.",false,""
9,"binary-search-precision",5,"atcoder","abc145:abc145_d","D. Knight","https://atcoder.jp/contests/abc145/tasks/abc145_d",,1009,"T2","[""atcoder""]","Progressive binary search precision practice at day 5.",false,""
9,"binary-search-precision",6,"codeforces","1725:B","Basketball Together","https://codeforces.com/problemset/problem/1725/B",1000,,"T1","[""binary search"",""greedy"",""sortings""]","Progressive binary search precision practice at day 6.",false,""
9,"binary-search-precision",7,"codeforces","2051:D","Counting Pairs","https://codeforces.com/problemset/problem/2051/D",1200,,"T2","[""binary search"",""sortings"",""two pointers""]","Progressive binary search precision practice at day 7.",false,""
9,"binary-search-precision",8,"codeforces","1928:B","Equalize","https://codeforces.com/problemset/problem/1928/B",1200,,"T2","[""binary search"",""greedy"",""sortings""]","Progressive binary search precision practice at day 8.",false,""
9,"binary-search-precision",9,"atcoder","abc325:abc325_e","E. Our clients, please wait a moment","https://atcoder.jp/contests/abc325/tasks/abc325_e",,1093,"T2","[""atcoder""]","Progressive binary search precision practice at day 9.",false,""
9,"binary-search-precision",10,"codeforces","2128:B","Deque Process","https://codeforces.com/problemset/problem/2128/B",1100,,"T2","[""constructive algorithms"",""greedy"",""sortings""]","Progressive binary search precision practice at day 10.",false,""
9,"binary-search-precision",11,"codeforces","1470:A","Strange Birthday Party","https://codeforces.com/problemset/problem/1470/A",1300,,"T2","[""binary search"",""dp"",""greedy""]","Progressive binary search precision practice at day 11.",false,""
9,"binary-search-precision",12,"codeforces","600:B","Queries about less or equal elements","https://codeforces.com/problemset/problem/600/B",1300,,"T2","[""binary search"",""data structures"",""sortings""]","Progressive binary search precision practice at day 12.",false,""
9,"binary-search-precision",13,"codeforces","2161:C","Loyalty","https://codeforces.com/problemset/problem/2161/C",1200,,"T2","[""constructive algorithms"",""greedy"",""sortings""]","Progressive binary search precision practice at day 13.",false,""
9,"binary-search-precision",14,"atcoder","abc105:abc105_c","C. Base -2 Number","https://atcoder.jp/contests/abc105/tasks/abc105_c",,1204,"T2","[""atcoder""]","Progressive binary search precision practice at day 14.",false,""
9,"binary-search-precision",15,"codeforces","2148:E","Split","https://codeforces.com/problemset/problem/2148/E",1200,,"T2","[""binary search"",""data structures"",""two pointers""]","Progressive binary search precision practice at day 15.",false,""
9,"binary-search-precision",16,"codeforces","2123:E","MEX Count","https://codeforces.com/problemset/problem/2123/E",1400,,"T3","[""binary search"",""data structures"",""greedy""]","Progressive binary search precision practice at day 16.",false,""
9,"binary-search-precision",17,"codeforces","2032:C","Trinity","https://codeforces.com/problemset/problem/2032/C",1400,,"T3","[""binary search"",""math"",""sortings""]","Progressive binary search precision practice at day 17.",false,""
9,"binary-search-precision",18,"atcoder","abc154:abc154_e","E. Almost Everywhere Zero","https://atcoder.jp/contests/abc154/tasks/abc154_e",,1298,"T2","[""atcoder""]","Progressive binary search precision practice at day 18.",false,""
9,"binary-search-precision",19,"codeforces","1904:C","Array Game","https://codeforces.com/problemset/problem/1904/C",1400,,"T3","[""binary search"",""brute force"",""data structures""]","Progressive binary search precision practice at day 19.",false,""
9,"binary-search-precision",20,"codeforces","1324:D","Pair of Topics","https://codeforces.com/problemset/problem/1324/D",1400,,"T3","[""binary search"",""data structures"",""sortings""]","Progressive binary search precision practice at day 20.",false,""
9,"binary-search-precision",21,"codeforces","253:B","Physics Practical","https://codeforces.com/problemset/problem/253/B",1400,,"T3","[""binary search"",""dp"",""sortings""]","Progressive binary search precision practice at day 21.",false,""
9,"binary-search-precision",22,"atcoder","abc381:abc381_e","E. 11/22 Subsequence","https://atcoder.jp/contests/abc381/tasks/abc381_e",,1396,"T3","[""atcoder""]","Progressive binary search precision practice at day 22.",false,""
9,"binary-search-precision",23,"codeforces","1891:C","Smilo and Monsters","https://codeforces.com/problemset/problem/1891/C",1500,,"T3","[""binary search"",""constructive algorithms"",""greedy""]","Progressive binary search precision practice at day 23.",false,""
9,"binary-search-precision",24,"codeforces","1462:E1","Close Tuples (easy version)","https://codeforces.com/problemset/problem/1462/E1",1500,,"T3","[""binary search"",""combinatorics"",""math""]","Progressive binary search precision practice at day 24.",false,""
9,"binary-search-precision",25,"codeforces","1419:D2","Sage's Birthday (hard version)","https://codeforces.com/problemset/problem/1419/D2",1500,,"T3","[""binary search"",""brute force"",""constructive algorithms""]","Progressive binary search precision practice at day 25.",false,""
9,"binary-search-precision",26,"atcoder","abc122:abc122_d","D. We Like AGC","https://atcoder.jp/contests/abc122/tasks/abc122_d",,1533,"T3","[""atcoder""]","Progressive binary search precision practice at day 26.",false,""
9,"binary-search-precision",27,"codeforces","2157:D","Billion Players Game","https://codeforces.com/problemset/problem/2157/D",1600,,"T3","[""binary search"",""greedy"",""math""]","Progressive binary search precision practice at day 27.",true,""
9,"binary-search-precision",28,"codeforces","2048:D","Kevin and Competition Memories","https://codeforces.com/problemset/problem/2048/D",1600,,"T3","[""binary search"",""brute force"",""data structures""]","Progressive binary search precision practice at day 28.",false,""
9,"binary-search-precision",29,"codeforces","1995:B2","Bouquet (Hard Version)","https://codeforces.com/problemset/problem/1995/B2",1700,,"T3","[""binary search"",""data structures"",""greedy""]","Progressive binary search precision practice at day 29.",false,""
9,"binary-search-precision",30,"atcoder","abc116:abc116_d","D. Various Sushi","https://atcoder.jp/contests/abc116/tasks/abc116_d",,1712,"T4","[""atcoder""]","Progressive binary search precision practice at day 30.",false,""
9,"binary-search-precision",31,"codeforces","2182:E","New Year's Gifts","https://codeforces.com/problemset/problem/2182/E",1800,,"T4","[""binary search"",""data structures"",""greedy""]","Progressive binary search precision practice at day 31.",true,""
10,"pointer-control",1,"codeforces","1689:A","Lex String","https://codeforces.com/problemset/problem/1689/A",800,,"T1","[""brute force"",""greedy"",""implementation""]","Progressive pointer control practice at day 1.",false,""
10,"pointer-control",2,"codeforces","2195:B","Heapify 1","https://codeforces.com/problemset/problem/2195/B",900,,"T1","[""implementation"",""sortings""]","Progressive pointer control practice at day 2.",false,""
10,"pointer-control",3,"codeforces","2185:C","Shifted MEX","https://codeforces.com/problemset/problem/2185/C",900,,"T1","[""implementation"",""sortings""]","Progressive pointer control practice at day 3.",false,""
10,"pointer-control",4,"codeforces","2034:B","Rakhsh's Revival","https://codeforces.com/problemset/problem/2034/B",1000,,"T1","[""data structures"",""greedy"",""implementation""]","Progressive pointer control practice at day 4.",false,""
10,"pointer-control",5,"atcoder","abc161:abc161_d","D. Lunlun Number","https://atcoder.jp/contests/abc161/tasks/abc161_d",,991,"T1","[""atcoder""]","Progressive pointer control practice at day 5.",false,""
10,"pointer-control",6,"codeforces","1970:A1","Balanced Shuffle (Easy)","https://codeforces.com/problemset/problem/1970/A1",1000,,"T1","[""implementation"",""sortings""]","Progressive pointer control practice at day 6.",false,""
10,"pointer-control",7,"codeforces","1257:C","Dominated Subarray","https://codeforces.com/problemset/problem/1257/C",1200,,"T2","[""greedy"",""implementation"",""sortings""]","Progressive pointer control practice at day 7.",false,""
10,"pointer-control",8,"codeforces","1921:D","Very Different Array","https://codeforces.com/problemset/problem/1921/D",1100,,"T2","[""data structures"",""greedy"",""sortings""]","Progressive pointer control practice at day 8.",false,""
10,"pointer-control",9,"atcoder","abc444:abc444_e","E. Sparse Range","https://atcoder.jp/contests/abc444/tasks/abc444_e",,1107,"T2","[""atcoder""]","Progressive pointer control practice at day 9.",false,""
10,"pointer-control",10,"codeforces","1832:B","Maximum Sum","https://codeforces.com/problemset/problem/1832/B",1100,,"T2","[""brute force"",""sortings"",""two pointers""]","Progressive pointer control practice at day 10.",false,""
10,"pointer-control",11,"codeforces","2000:D","Right Left Wrong","https://codeforces.com/problemset/problem/2000/D",1200,,"T2","[""greedy"",""implementation"",""two pointers""]","Progressive pointer control practice at day 11.",false,""
10,"pointer-control",12,"codeforces","1762:B","Make Array Good","https://codeforces.com/problemset/problem/1762/B",1100,,"T2","[""constructive algorithms"",""implementation"",""number theory""]","Progressive pointer control practice at day 12.",false,""
10,"pointer-control",13,"codeforces","1729:D","Friends and the Restaurant","https://codeforces.com/problemset/problem/1729/D",1200,,"T2","[""greedy"",""sortings"",""two pointers""]","Progressive pointer control practice at day 13.",false,""
10,"pointer-control",14,"atcoder","abc176:abc176_e","E. Bomber","https://atcoder.jp/contests/abc176/tasks/abc176_e",,1204,"T2","[""atcoder""]","Progressive pointer control practice at day 14.",false,""
10,"pointer-control",15,"codeforces","1681:C","Double Sort","https://codeforces.com/problemset/problem/1681/C",1200,,"T2","[""implementation"",""sortings""]","Progressive pointer control practice at day 15.",false,""
10,"pointer-control",16,"codeforces","762:B","USB vs. PS/2","https://codeforces.com/problemset/problem/762/B",1400,,"T3","[""greedy"",""implementation"",""sortings""]","Progressive pointer control practice at day 16.",false,""
10,"pointer-control",17,"codeforces","2121:D","1709","https://codeforces.com/problemset/problem/2121/D",1300,,"T2","[""implementation"",""sortings""]","Progressive pointer control practice at day 17.",false,""
10,"pointer-control",18,"atcoder","abc419:abc419_e","E. Subarray Sum Divisibility","https://atcoder.jp/contests/abc419/tasks/abc419_e",,1298,"T2","[""atcoder""]","Progressive pointer control practice at day 18.",false,""
10,"pointer-control",19,"codeforces","2056:B","Find the Permutation","https://codeforces.com/problemset/problem/2056/B",1300,,"T2","[""brute force"",""dfs and similar"",""graphs""]","Progressive pointer control practice at day 19.",false,""
10,"pointer-control",20,"codeforces","1547:E","Air Conditioners","https://codeforces.com/problemset/problem/1547/E",1500,,"T3","[""data structures"",""dp"",""implementation""]","Progressive pointer control practice at day 20.",false,""
10,"pointer-control",21,"codeforces","1304:C","Air Conditioner","https://codeforces.com/problemset/problem/1304/C",1500,,"T3","[""dp"",""greedy"",""implementation""]","Progressive pointer control practice at day 21.",false,""
10,"pointer-control",22,"atcoder","abc392:abc392_f","F. Insert","https://atcoder.jp/contests/abc392/tasks/abc392_f",,1395,"T3","[""atcoder""]","Progressive pointer control practice at day 22.",false,""
10,"pointer-control",23,"codeforces","1158:A","The Party and Sweets","https://codeforces.com/problemset/problem/1158/A",1500,,"T3","[""binary search"",""constructive algorithms"",""greedy""]","Progressive pointer control practice at day 23.",false,""
10,"pointer-control",24,"codeforces","875:B","Sorting the Coins","https://codeforces.com/problemset/problem/875/B",1500,,"T3","[""dsu"",""implementation"",""sortings""]","Progressive pointer control practice at day 24.",false,""
10,"pointer-control",25,"codeforces","384:B","Multitasking","https://codeforces.com/problemset/problem/384/B",1500,,"T3","[""greedy"",""implementation"",""sortings""]","Progressive pointer control practice at day 25.",false,""
10,"pointer-control",26,"atcoder","abc139:abc139_e","E. League","https://atcoder.jp/contests/abc139/tasks/abc139_e",,1528,"T3","[""atcoder""]","Progressive pointer control practice at day 26.",false,""
10,"pointer-control",27,"codeforces","1566:D2","Seating Arrangements (hard version) ","https://codeforces.com/problemset/problem/1566/D2",1600,,"T3","[""data structures"",""greedy"",""implementation""]","Progressive pointer control practice at day 27.",true,""
10,"pointer-control",28,"codeforces","1539:D","PriceFixed","https://codeforces.com/problemset/problem/1539/D",1600,,"T3","[""binary search"",""greedy"",""implementation""]","Progressive pointer control practice at day 28.",false,""
10,"pointer-control",29,"codeforces","1833:F","Ira and Flamenco","https://codeforces.com/problemset/problem/1833/F",1700,,"T3","[""combinatorics"",""constructive algorithms"",""data structures""]","Progressive pointer control practice at day 29.",false,""
10,"pointer-control",30,"atcoder","abc147:abc147_e","E. Balanced Path","https://atcoder.jp/contests/abc147/tasks/abc147_e",,1713,"T4","[""atcoder""]","Progressive pointer control practice at day 30.",false,""
10,"pointer-control",31,"codeforces","1462:E2","Close Tuples (hard version)","https://codeforces.com/problemset/problem/1462/E2",1700,,"T3","[""binary search"",""combinatorics"",""implementation""]","Progressive pointer control practice at day 31.",true,""
11,"sorting-and-order-logic",1,"codeforces","2021:A","Meaning Mean","https://codeforces.com/problemset/problem/2021/A",800,,"T1","[""data structures"",""greedy"",""math""]","Progressive sorting and order logic practice at day 1.",false,""
11,"sorting-and-order-logic",2,"codeforces","1986:B","Matrix Stabilization","https://codeforces.com/problemset/problem/1986/B",1000,,"T1","[""brute force"",""data structures"",""greedy""]","Progressive sorting and order logic practice at day 2.",false,""
11,"sorting-and-order-logic",3,"codeforces","1622:B","Berland Music","https://codeforces.com/problemset/problem/1622/B",1000,,"T1","[""data structures"",""greedy"",""math""]","Progressive sorting and order logic practice at day 3.",false,""
11,"sorting-and-order-logic",4,"codeforces","1438:B","Valerii Against Everyone","https://codeforces.com/problemset/problem/1438/B",1000,,"T1","[""constructive algorithms"",""data structures"",""greedy""]","Progressive sorting and order logic practice at day 4.",false,""
11,"sorting-and-order-logic",5,"atcoder","abc336:abc336_d","D. Pyramid","https://atcoder.jp/contests/abc336/tasks/abc336_d",,991,"T1","[""atcoder""]","Progressive sorting and order logic practice at day 5.",false,""
11,"sorting-and-order-logic",6,"codeforces","1165:B","Polycarp Training","https://codeforces.com/problemset/problem/1165/B",1000,,"T1","[""data structures"",""greedy"",""sortings""]","Progressive sorting and order logic practice at day 6.",false,""
11,"sorting-and-order-logic",7,"codeforces","1986:C","Update Queries","https://codeforces.com/problemset/problem/1986/C",1100,,"T2","[""data structures"",""greedy"",""sortings""]","Progressive sorting and order logic practice at day 7.",false,""
11,"sorting-and-order-logic",8,"codeforces","1566:D1","Seating Arrangements (easy version) ","https://codeforces.com/problemset/problem/1566/D1",1100,,"T2","[""data structures"",""greedy"",""sortings""]","Progressive sorting and order logic practice at day 8.",false,""
11,"sorting-and-order-logic",9,"atcoder","abc348:abc348_d","D. Medicines on Grid","https://atcoder.jp/contests/abc348/tasks/abc348_d",,1108,"T2","[""atcoder""]","Progressive sorting and order logic practice at day 9.",false,""
11,"sorting-and-order-logic",10,"codeforces","2126:D","This Is the Last Time","https://codeforces.com/problemset/problem/2126/D",1200,,"T2","[""data structures"",""greedy"",""sortings""]","Progressive sorting and order logic practice at day 10.",false,""
11,"sorting-and-order-logic",11,"codeforces","1846:C","Rudolf and the Another Competition","https://codeforces.com/problemset/problem/1846/C",1200,,"T2","[""constructive algorithms"",""data structures"",""dp""]","Progressive sorting and order logic practice at day 11.",false,""
11,"sorting-and-order-logic",12,"codeforces","1790:D","Matryoshkas","https://codeforces.com/problemset/problem/1790/D",1200,,"T2","[""data structures"",""greedy"",""sortings""]","Progressive sorting and order logic practice at day 12.",false,""
11,"sorting-and-order-logic",13,"codeforces","1730:C","Minimum Notation","https://codeforces.com/problemset/problem/1730/C",1200,,"T2","[""data structures"",""greedy"",""math""]","Progressive sorting and order logic practice at day 13.",false,""
11,"sorting-and-order-logic",14,"atcoder","abc147:abc147_d","D. Xor Sum 4","https://atcoder.jp/contests/abc147/tasks/abc147_d",,1205,"T2","[""atcoder""]","Progressive sorting and order logic practice at day 14.",false,""
11,"sorting-and-order-logic",15,"codeforces","777:B","Game of Credit Cards","https://codeforces.com/problemset/problem/777/B",1300,,"T2","[""data structures"",""dp"",""greedy""]","Progressive sorting and order logic practice at day 15.",false,""
11,"sorting-and-order-logic",16,"codeforces","572:B","Order Book","https://codeforces.com/problemset/problem/572/B",1300,,"T2","[""data structures"",""greedy"",""implementation""]","Progressive sorting and order logic practice at day 16.",false,""
11,"sorting-and-order-logic",17,"codeforces","2164:C","Dungeon","https://codeforces.com/problemset/problem/2164/C",1400,,"T3","[""binary search"",""brute force"",""data structures""]","Progressive sorting and order logic practice at day 17.",false,""
11,"sorting-and-order-logic",18,"atcoder","abc220:abc220_f","F. Distance Sums 2","https://atcoder.jp/contests/abc220/tasks/abc220_f",,1304,"T3","[""atcoder""]","Progressive sorting and order logic practice at day 18.",false,""
11,"sorting-and-order-logic",19,"codeforces","2038:C","DIY","https://codeforces.com/problemset/problem/2038/C",1400,,"T3","[""data structures"",""geometry"",""greedy""]","Progressive sorting and order logic practice at day 19.",false,""
11,"sorting-and-order-logic",20,"codeforces","2014:D","Robert Hood and Mrs Hood","https://codeforces.com/problemset/problem/2014/D",1400,,"T3","[""brute force"",""data structures"",""greedy""]","Progressive sorting and order logic practice at day 20.",false,""
11,"sorting-and-order-logic",21,"codeforces","1909:C","Heavy Intervals","https://codeforces.com/problemset/problem/1909/C",1400,,"T3","[""constructive algorithms"",""data structures"",""dsu""]","Progressive sorting and order logic practice at day 21.",false,""
11,"sorting-and-order-logic",22,"atcoder","abc029:abc029_d","D. 1","https://atcoder.jp/contests/abc029/tasks/abc029_d",,1393,"T3","[""atcoder""]","Progressive sorting and order logic practice at day 22.",false,""
11,"sorting-and-order-logic",23,"codeforces","1728:C","Digital Logarithm","https://codeforces.com/problemset/problem/1728/C",1400,,"T3","[""data structures"",""greedy"",""sortings""]","Progressive sorting and order logic practice at day 23.",false,""
11,"sorting-and-order-logic",24,"codeforces","1519:C","Berland Regional","https://codeforces.com/problemset/problem/1519/C",1400,,"T3","[""brute force"",""data structures"",""greedy""]","Progressive sorting and order logic practice at day 24.",false,""
11,"sorting-and-order-logic",25,"codeforces","1490:F","Equalize the Array","https://codeforces.com/problemset/problem/1490/F",1500,,"T3","[""binary search"",""data structures"",""greedy""]","Progressive sorting and order logic practice at day 25.",false,""
11,"sorting-and-order-logic",26,"atcoder","abc145:abc145_e","E. All-you-can-eat","https://atcoder.jp/contests/abc145/tasks/abc145_e",,1528,"T3","[""atcoder""]","Progressive sorting and order logic practice at day 26.",false,""
11,"sorting-and-order-logic",27,"codeforces","2129:B","Stay or Mirror","https://codeforces.com/problemset/problem/2129/B",1600,,"T3","[""brute force"",""data structures"",""dp""]","Progressive sorting and order logic practice at day 27.",true,""
11,"sorting-and-order-logic",28,"codeforces","2051:E","Best Price","https://codeforces.com/problemset/problem/2051/E",1600,,"T3","[""binary search"",""brute force"",""data structures""]","Progressive sorting and order logic practice at day 28.",false,""
11,"sorting-and-order-logic",29,"codeforces","2132:E","Arithmetics Competition","https://codeforces.com/problemset/problem/2132/E",1700,,"T3","[""binary search"",""data structures"",""greedy""]","Progressive sorting and order logic practice at day 29.",false,""
11,"sorting-and-order-logic",30,"atcoder","abc179:abc179_f","F. Simplified Reversi","https://atcoder.jp/contests/abc179/tasks/abc179_f",,1713,"T4","[""atcoder""]","Progressive sorting and order logic practice at day 30.",false,""
11,"sorting-and-order-logic",31,"codeforces","2101:B","Quartet Swapping","https://codeforces.com/problemset/problem/2101/B",1800,,"T4","[""brute force"",""data structures"",""divide and conquer""]","Progressive sorting and order logic practice at day 31.",true,""
12,"constructive-strategies",1,"codeforces","1705:B","Mark the Dust Sweeper","https://codeforces.com/problemset/problem/1705/B",900,,"T1","[""constructive algorithms"",""greedy"",""implementation""]","Progressive constructive strategies practice at day 1.",false,""
12,"constructive-strategies",2,"codeforces","814:A","An abandoned sentiment from past","https://codeforces.com/problemset/problem/814/A",900,,"T1","[""constructive algorithms"",""greedy"",""implementation""]","Progressive constructive strategies practice at day 2.",false,""
12,"constructive-strategies",3,"codeforces","1761:B","Elimination of a Ring","https://codeforces.com/problemset/problem/1761/B",1000,,"T1","[""constructive algorithms"",""greedy"",""implementation""]","Progressive constructive strategies practice at day 3.",false,""
12,"constructive-strategies",4,"codeforces","1691:B","Shoe Shuffling","https://codeforces.com/problemset/problem/1691/B",1000,,"T1","[""constructive algorithms"",""greedy"",""implementation""]","Progressive constructive strategies practice at day 4.",false,""
12,"constructive-strategies",5,"atcoder","abc453:abc453_d","D. Go Straight","https://atcoder.jp/contests/abc453/tasks/abc453_d",,1011,"T2","[""atcoder""]","Progressive constructive strategies practice at day 5.",false,""
12,"constructive-strategies",6,"codeforces","1659:A","Red Versus Blue","https://codeforces.com/problemset/problem/1659/A",1000,,"T1","[""constructive algorithms"",""greedy"",""implementation""]","Progressive constructive strategies practice at day 6.",false,""
12,"constructive-strategies",7,"codeforces","1957:B","A BIT of a Construction","https://codeforces.com/problemset/problem/1957/B",1100,,"T2","[""bitmasks"",""constructive algorithms"",""greedy""]","Progressive constructive strategies practice at day 7.",false,""
12,"constructive-strategies",8,"codeforces","1788:B","Sum of Two Numbers","https://codeforces.com/problemset/problem/1788/B",1100,,"T2","[""constructive algorithms"",""greedy"",""implementation""]","Progressive constructive strategies practice at day 8.",false,""
12,"constructive-strategies",9,"atcoder","abc097:arc097_a","C. K-th Substring","https://atcoder.jp/contests/abc097/tasks/arc097_a",,1108,"T2","[""atcoder""]","Progressive constructive strategies practice at day 9.",false,""
12,"constructive-strategies",10,"codeforces","1672:C","Unequal Array","https://codeforces.com/problemset/problem/1672/C",1100,,"T2","[""constructive algorithms"",""greedy"",""implementation""]","Progressive constructive strategies practice at day 10.",false,""
12,"constructive-strategies",11,"codeforces","1983:B","Corner Twist","https://codeforces.com/problemset/problem/1983/B",1200,,"T2","[""constructive algorithms"",""greedy"",""implementation""]","Progressive constructive strategies practice at day 11.",false,""
12,"constructive-strategies",12,"codeforces","1916:C","Training Before the Olympiad","https://codeforces.com/problemset/problem/1916/C",1200,,"T2","[""constructive algorithms"",""games"",""greedy""]","Progressive constructive strategies practice at day 12.",false,""
12,"constructive-strategies",13,"codeforces","1537:C","Challenging Cliffs","https://codeforces.com/problemset/problem/1537/C",1200,,"T2","[""constructive algorithms"",""greedy"",""implementation""]","Progressive constructive strategies practice at day 13.",false,""
12,"constructive-strategies",14,"atcoder","abc334:abc334_e","E. Christmas Color Grid 1","https://atcoder.jp/contests/abc334/tasks/abc334_e",,1195,"T2","[""atcoder""]","Progressive constructive strategies practice at day 14.",false,""
12,"constructive-strategies",15,"codeforces","1504:B","Flip the Bits","https://codeforces.com/problemset/problem/1504/B",1200,,"T2","[""constructive algorithms"",""greedy"",""implementation""]","Progressive constructive strategies practice at day 15.",false,""
12,"constructive-strategies",16,"codeforces","1978:C","Manhattan Permutations","https://codeforces.com/problemset/problem/1978/C",1300,,"T2","[""constructive algorithms"",""data structures"",""greedy""]","Progressive constructive strategies practice at day 16.",false,""
12,"constructive-strategies",17,"codeforces","1889:A","Qingshan Loves Strings 2","https://codeforces.com/problemset/problem/1889/A",1300,,"T2","[""constructive algorithms"",""greedy"",""implementation""]","Progressive constructive strategies practice at day 17.",false,""
12,"constructive-strategies",18,"atcoder","abc235:abc235_e","E. MST + 1","https://atcoder.jp/contests/abc235/tasks/abc235_e",,1304,"T3","[""atcoder""]","Progressive constructive strategies practice at day 18.",false,""
12,"constructive-strategies",19,"codeforces","1746:C","Permutation Operations","https://codeforces.com/problemset/problem/1746/C",1300,,"T2","[""constructive algorithms"",""greedy"",""implementation""]","Progressive constructive strategies practice at day 19.",false,""
12,"constructive-strategies",20,"codeforces","2084:C","You Soared Afar With Grace","https://codeforces.com/problemset/problem/2084/C",1400,,"T3","[""constructive algorithms"",""data structures"",""greedy""]","Progressive constructive strategies practice at day 20.",false,""
12,"constructive-strategies",21,"codeforces","1974:D","Ingenuity-2","https://codeforces.com/problemset/problem/1974/D",1400,,"T3","[""constructive algorithms"",""greedy"",""implementation""]","Progressive constructive strategies practice at day 21.",false,""
12,"constructive-strategies",22,"atcoder","abc104:abc104_c","C. All Green","https://atcoder.jp/contests/abc104/tasks/abc104_c",,1393,"T3","[""atcoder""]","Progressive constructive strategies practice at day 22.",false,""
12,"constructive-strategies",23,"codeforces","1697:C","awoo's Favorite Problem","https://codeforces.com/problemset/problem/1697/C",1400,,"T3","[""binary search"",""constructive algorithms"",""data structures""]","Progressive constructive strategies practice at day 23.",false,""
12,"constructive-strategies",24,"codeforces","1696:C","Fishingprince Plays With Array","https://codeforces.com/problemset/problem/1696/C",1400,,"T3","[""constructive algorithms"",""greedy"",""implementation""]","Progressive constructive strategies practice at day 24.",false,""
12,"constructive-strategies",25,"codeforces","2147:C","Rabbits","https://codeforces.com/problemset/problem/2147/C",1500,,"T3","[""constructive algorithms"",""dp"",""greedy""]","Progressive constructive strategies practice at day 25.",false,""
12,"constructive-strategies",26,"atcoder","abc150:abc150_d","D. Semi Common Multiple","https://atcoder.jp/contests/abc150/tasks/abc150_d",,1534,"T3","[""atcoder""]","Progressive constructive strategies practice at day 26.",false,""
12,"constructive-strategies",27,"codeforces","2194:D","Table Cut","https://codeforces.com/problemset/problem/2194/D",1600,,"T3","[""constructive algorithms"",""greedy"",""implementation""]","Progressive constructive strategies practice at day 27.",true,""
12,"constructive-strategies",28,"codeforces","1980:E","Permutation of Rows and Columns","https://codeforces.com/problemset/problem/1980/E",1600,,"T3","[""constructive algorithms"",""data structures"",""greedy""]","Progressive constructive strategies practice at day 28.",false,""
12,"constructive-strategies",29,"codeforces","2178:D","Xmas or Hysteria","https://codeforces.com/problemset/problem/2178/D",1700,,"T3","[""constructive algorithms"",""greedy"",""implementation""]","Progressive constructive strategies practice at day 29.",false,""
